web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733315141-365","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2510-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 August 2013","Aligarh, India","Top class","No doubt its the best place to visit in Shimla.
Whether You want to shop or just roam around this is best.
You can find anything at this place from cloths to Wooden carvings.
You can visit this place with family friends and in couple.
many scenic points has been created in this place so you can enjoy the beauty.
Many attractions are also located nearby like: Church, gaiety theater, ridge, advance studies.
And if u want to go jakhu temple by foot then also you cant go from mall road.
Now a days chadwick falls is also becoming famous and its just 3 km from here"
"1733315141-366","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2510-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 August 2013","peterborough","Immerse yourself in this experience","Don't just stick to the main Mall, get down all the lower, side and inbetween lanes to experience the colour, life and spices of India. Going is steep and crowded, but worth it. Hundreds of tiny shops, vendors selling vast array of goods, from expensive named brands to one roasted corn On the cob. No- one hassled us at all to buy anything."
"1733315141-367","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2510-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 August 2013","Chennai, Tamil Nadu, India","Nice Scenery","Very good place if you are a scenery lover. One of the must see place in Shimla. The ridge, church and gaiety theater is very near."
"1733315141-368","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2510-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 August 2013","Ambala, India","Leisure Walk","This is ideal stretch of less than 1Km to leisurely walk and shop. You have plenty of benches to sit and relax when you are tired. The whole aura of the road and a variety of activity attracts you to come back here again."
"1733315150-369","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 September 2013","Chandigarh, India","Highly crowded and its just like any other street","We had not spent much time on the mall apart from standing around the cornes to have the valley view. Me and my husband like peaceful places and the mall was very crowded. We liked momos and ice cream over there. You do get to see very old buildings while you walk down to Gorton castle/Kali bari temple. I enjoyed seeing the old buildings and their very small windows."
"1733315150-370","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 September 2013","New Delhi, India","Nice place","I visited Shimla in Feb 2013. Place is somewhat closed in Sunday though being center of town in offseason. These days some of the shop owners have started opening on Sunday also.
Breakfast :- If you dont mind a bit of untideness then Guptaji's shop is best for Parathas.
That complex has 2 3 more shops all serving Heavy breakfast.

Want to buy anything make sure you bargain and better go to Lakkar Market its cheaper then Mall. Many fine diners available. Also for kids many attractions like Horse Rides are there.

If you are in luck you may find some shooting for TV serial or movie going on.

Best Part is the view of valley you can see it awesome."
"1733315150-371","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 September 2013","Rishikesh, India","Nice Location..","It was fun roaming on mall road... Went there thrice in two days. Ridge, Lakkar Bazaar and Chruch are awesome."
"1733315150-372","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 September 2013","New Delhi, India","Vibrant, Enjoy it","I have been to Shimla on three occasions though between 2001 and 2009 I had not been there and from whatever I heard it had changed a lot. For some Shimla has become too commercial which is symbolised by the Mall but honestly when I went there in April of 2009 I did not see any of this. The Mall has its own character which makes it such a unique destination whenever people come down to Shimla. There are many diverse shops and we were quite taken in by the place to the point that we spent much of our 3 days that we were in Shimla strolling up and down the Mall road. Also a major factor which makes Mall Road such an attraction is how clean it is, those who walk on the road respect that factor as well. To each one his own, but I wasn't too affected by what I heard about Shimla being too commercial, I found it very vibrant."
"1733315150-373","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 September 2013","Pune","Ultimate shoppers destination..","It was very nice experience, all the things specially woolen clothes are having very good in quality and fitting. It was in reasonable price too."
"1733315150-374","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 September 2013","Auckland Central, New Zealand","Vibrant Focal Point","I suppose once could say that we visited Shimla a hundred or so years too late! It must have been a wonderful place before it started to sprawl out.

However the Mall is a very pleasant and vibrant place for a stroll and is made by the fact that it is traffic free. Shimla is also smoke free and plastic bag free!

There are a number of historic buildings on the Mall as well as numerous shops and places to eat. One can walk freely without being hassled.

Just down from the Mall is the Lower Bazaar – also well worth a visit."
"1733315150-375","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 September 2013","India","Heritage mall","Perfect place for evening relax, Shopping dining. this road situated in little up hills and its connected with lift's. all branded showrooms, traditional shops for relaxing road side benches. main thing is plastic is baned and they put all the place dustbin so its very neat and clean road"
"1733315150-376","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 September 2013","Nagpur, India","A visit to the great Mall of Shimla","Nice place to spend your evening in shopping...if your pocket permits. Crowded in the evening..feels like entire shimla spends its time in the Mall"
"1733315150-377","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 September 2013","Patna, India","pride of SHIMLA","a well maintained shopping cum morning and evening walkers.One can have get together,chatting ,drinking coffee,shopping in the lusturious hilly  background and enjoying coldness"
"1733315150-378","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2500-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 September 2013","New Delhi , Paschim Vihar","Must Visit in the Evening","Pleasant stroll in the Evening - You have plenty of options to combine your visit with several dining options or evening snacks- Great shopping - almost all brands available on The Mall"
"1733315162-379","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 October 2013","New Delhi, India","Bustling with locals and tourists","The Mall was what we expected and more. Lovely small shops from bakeries to clothes, shawls, eateries, quaint general stores, bookshops-all can be found here. The heritage Gaiety Theatre building, every little bit adds to the colours of the Mall. we were there on a saturday so as the day wore on the hustle and bustle kept growing with smart schoolgirls, touristy tourists with kids in tow, formally dressed locals and people from all segments of society. One can spend hours watching the world go by here."
"1733315162-380","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 October 2013","New Delhi, India","Memorable walk","Gives a soothing experience with views and amazing weather...decent crowd and enough to shop. The Mall boasts of various cuisines restaurants and fast food joints, perfect place for family and friends."
"1733315162-381","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 October 2013","Ajmer, India","Excellent place to hang out","At Shimla, the Mall is the best place to hang out and enjoy. There are lots of shops selling food items to antics to clothes and very very tasty food at restaurants especially baljees restaurant. Plus the Church. Children will enjoy the Horse ride and other small items. While in Shmla for 5 days, we went to mall every day. They sell good widgets. Indian coffee house is a good place for snacks with very reasonable rates. Try to have a hotel near mall road so that one does not have to spend time and money in commuting."
"1733315162-382","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 October 2013","Mumbai, India","Only Place to enjoy Shimla ...","It was indeed a great evening at the mall, practically all visitors to Shimla were on the mall.
lots of fun frolic, The Beautiful well lit Church. the entire place is full of thrill and vigor.
Had a good couple of rounds of the mall, enjoyed shopping and last but not the least , had wide range food from the various LOCAL Joints."
"1733315162-383","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 October 2013","Delhi","Good for Shopping freaks","NIce place to roam around in evening and shopping. some spots like flats are also there which have their own importance. I liked the latter one"
"1733315162-384","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 October 2013","Gurugram (Gurgaon), India","Old world charm.........","We were staying just at the start of mall opposite the lift and the view of Shimla were breath taking, both in mornings & evenings. Mall has this old world charm of leisurely walk thru numerous eateries & shops selling everything & anything. Although you have to bargain to get a good deal, as like in all tourist places the prices are kept high & subject to bargaining power of the buyer. On one side you have a majestic view of Jakhu hill with a huge idol of lord Hanuman and on other side you have the view of Shimla below you.

Even in June the evenings were kind of chilli & you feel like covering up after 6 PM. All in all a nice place to be in, if you have the right company to enjoy it."
"1733315162-385","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 October 2013","New Delhi, India","Full of life","Great walk.  The place is full of life.  Tourist in their best moving around, shops full of merchandise, great variety of food.  What more?"
"1733315162-386","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 October 2013","sutton coldfield","Walking With Monkeys","The Mall is a good walk with plenty of interest. As it is traffic free it is very safe and we were not pestered by street traders as we were in other parts of India. It is reached via a lift but this is not a pleasant experience especially for anyone with a phobia! It is easier to walk from the other end where there are barriers to stop traffic. There are a lot of monkeys on the buildings and on the road but they are more amusing to watch than to fear."
"1733315162-387","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 1 October 2013","Astana, Kazakhstan","Nice place to visit, beautiful views","Nice place to visit once, the views are beautiful from the mall road. I think better to go at 5, so you can enjoy the sunset. A bit crowded, but its India:-)

We have stayed in hotel at the beginning of shimla for 1000 rupees, dont remember the name but if you go toward center of the city  the hotel will be from right side. good views from the window.

Many monkeys and sleeping dogs.

I would recommend to stay in Shimla max 2 days. 

The weather in middle of September was pleasant, a bit cold at evenings and night."
"1733315162-388","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2490-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 September 2013","Mumbai, India","The only British-era 'Mall' in India that still retains some of that period's charm/feel.","We visited Shimla in September, which isn't a peak tourist season - so we had the Mall mostly to ourselves on a pleasantly cool, sunny day :)

It is not a very long 'street' but the views of the valley are awesome. The Mall starts where Lakkar Bazaar (with lots of small shops selling wooden curious; we picked up a wooden croc, and other sundry stuff) ends. There are multiple entries/exits to the Mall and the uphill walk to it can be stressful if you are the usual big-city dweller! There is a 'lift' (one-way ticket costs Rs 10) available, but despite that you will need to do some walking.

The peaceful walk down The Mall, with colonial era quaint buildings on one side and the valley on another is rather pleasant; you will like it. A few steps down from the Mall there are restaurants and a couple of watering holes.

By the way, from the Mall you can see the peak of the renowned Jakhu Temple dedicated to Lord Hanuman."
"1733315169-389","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 October 2013","Agra, India","Very nice","Combermere cafe was great, we shopped at Ramallah and sons for some woollens. Honey hut was a new experience.
The thought of taking a lift to the mall was so amazing."
"1733315169-390","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 October 2013","Fort Bragg","Almost a break from India","India is often loud and chaotic. This ran at a slow pace was clean and offered some great Ideas for India, like vehicle free areas and no smoking in public. It could use advancement for handicapped as a Wheel Chair rents at 300 rupees an hour which is just wrong. 
The pace is slower, the voices not so loud.. Its a good break, just don't need a wheel chair."
"1733315169-391","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 October 2013","Baltimore","India October 2013","As I understand it whatever city the British settled in in India they established a ""Mall Road.""  This is a great shopping street for the natives and visitors alike.  Up close to the City Hall government building we found a great store for Pashminas and made the shopowners year?"
"1733315169-392","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 October 2013","Oslo","Very clean place","Lots of old english buildings and different shops/stores - selling everything from tailored suites to cold beer. Visit the pub in the floor above Woodlands, and eat momo's at the Krishan Bakery.

Nice place to just do a walk and look at people, and monkeys ofcourse. It is a bit of a walk getting there if you live in one of the lower areas. The Landmark hotell has a lift bringing you 6 floors up, with direct access to the mall road. This is probably just for guests, but.. yeah. Now you know :D"
"1733315169-393","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 October 2013","india","nice walk with shopping","The best thing I liked about the mall was that there were no vendors, no smoking and the road was closed for vehicles. The walk was nice, with a lot of shops and restaurants lining either side of the road. The buildings from the days of the British Raj have been maintained quite well. Monkeys were a nuisance at the end, but overall worth spending a few hours."
"1733315169-394","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 October 2013","Leh-Ladakh","Nice place","Very deferent very calm place . I like the restaurants spl coffee shops . If you want expresso you make sure ."
"1733315169-395","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 October 2013","Bathinda, India","Pleasant walk.","The Mall maintains it Imperial Touch even after 65 years of Independence. The walk around Mall to Ridge is a walker and Shopper's delight. Though a bit overcrowded in peak season, it maintains a perfect blend of Old World Charm and Modern Shopping."
"1733315169-396","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 October 2013","London, UK","Over rated....doesnt live up to the hype","The glory days of the mall are gone. However credit has to be given to the fact that it is clean and littering is not tolerated. Also no motor vehicles are allowed in here.So be prepared for a lot of walking. If you walk towards Lakkar bazaar from the mall do stop by the bread omellete vendor.....some of the best I have had"
"1733315169-397","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 October 2013","Bengaluru, India","evening walk on mall road","amazing experience.... loved it.... momos with strong theeka chutney... lovely evening... freezing temp.... good shopping...mmmmmm... just amazing :)"
"1733315169-398","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2480-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 October 2013","Mumbai, India","nice to walk around","This is famous Mall road in Shimla having several hotels, restaurants, and other commercial places on it. Shimla municipal corporation, BSNL and other govt offices are also on this road. There are small spots are created on the road to view nice scenes around shimla, and benches to seat and watch are available. you can purchase everything on this road, you can hired prams for the kids as well. Must visit in good weather."
"1733315179-399","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 November 2013","Helsinki, Finland","Spot on in the centre","The Mall is a very popular place for both locals and tourists alike. We could see many locals here and even stopped to chat with a few of them. The Mall is surrounded by mountains on all sides so one can enjoy the scenic beauty all around us. The place has many restaurants and eateries which we visited and had a gala time here. This was a great hangout zone, a nice place to chill out."
"1733315179-400","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 November 2013","Bengaluru, India","Nature's wonder","a beauty to behold. the mountains and the valleys charm you like anything. the kids have a good time dressing as shimla-folks and riding the horses. the food is great."
"1733315179-401","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 November 2013","Chandigarh, India","The winters paradise","The mall in shimla is a excellent place to take strolls with friends or the romantic ones or shopping time with family whilst sipping hot coffee or eating ice creams . A hastle free place with no vehicles allowed and the scenic beauty is a lovers paradise."
"1733315179-402","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 November 2013","Fareham, UK","Shimla's Mall","Loved it, loved Shimla, want to return.  What a delightful city. The Mall is buzzing, colourful, a strange mix of Eastern culture meets Western architecture.  Such friendly people, felt very safe there and no hassle to buy anything - such a relief after coming from Delhi, Jaipur etc. Loved the bazaars off the main street, and do go for meal/ coffee at the Ashiana restaurant (in the old bandstand on the Mall) just to sit outside, stare at the snow covered high Himalayas, and watch the world go by. Loved it."
"1733315179-403","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 November 2013","Buenos Aires, Argentina","Very nice safe walk with excellent shopping options","I liked the amount of different shops and that you could walk without taking care of been run over by a car."
"1733315179-404","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 November 2013","Manama, Bahrain","Cool place !","There are some really great places to shop and eat at the Mall. Check out the Honey Hut, Wake and Bake, and Cafe Sol. Walk around and social with locals, take in the view. Fantastic place!"
"1733315179-405","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 8 November 2013","Mumbai, India","WALK RELAX WALK RELAX - SUPERB !!!!!!!!!!!!!!","You will be on Mall Road whether you like it or not if you are in Shimla. This is the focal  point of Shimla around which all other activities take place.The mall road has some excellent view points like Scandal Point from where you can see the Hanuman statue of Jakho temple.The best part of the mall is if you are tired of walking you can sit on the benches placed by the side of the road.
This road is prohibited for motor vehicles except ambulances and emergency services which gives the freedom to walk, laze around, sip a nice cup of tea, eat local delicacies like momos and pastry  from the multple shops nearby and just relax.We had some momos & pastry at the Krishan Bakery . Lovely small shops housed in old english buildings sell from bakeries to clothes, shawls, restaurants, pubs , general stores, books -all can be found here. The heritage Gaiety Theatre building and the Town Hall adds to the colors of the Mall. There are multiple level steps leading from the Mall to the Bazaars down and to the lift. 
One can spend hours watching the world go by here by relaxing on a bench placed by the roadside. We went to the mall for 2 days from morning till evening and enjoyed every moment spent visiting Gaiety Theatre, Church , Scandal Point and the Ridge. The leisurely walk on the mall road is a joy and pleasure.  A trip to Shimla is incomplete without visiting the Mall."
"1733315179-406","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 November 2013","Chennai (Madras), India","Leisurely Stroll, No Vehicles- The Mall leaves you with a Happy Feeling","One place which is a must to visit in Shimla is the Mall Road. Located on the way to Lakkar Bazaar, this strip of road has some fantastic view points of Scandal Point, Jakku temple Hanuman statue towering over the trees visible from the Mall road.

There is a statue commemorating Dr. Y.S.Paramar - founder of Himachal and a small garden. Another statue is that of Lala LajpatRai which has a nice small fountain. Another place to sit around and laze is near Indira Gandhi Statue.

No automobiles are allowed in this stretch which gives the freedom to walk, laze around, sip a nice cup of coffee / pastry/ softy from the multiude of shops nearby and just take in the sights.We had some Honey Tea and Honey Ice Cream at HoneyHut . There are lot of benches all along to take rest but there are equal number of footfalls 

 The shops here and on Lakkar Bazaar offer a variety of products colorful joothis, scarves, shawls etc . There are multiple level steps leading from the Mall to the Bazaars down and the lift. Since there are no vehicle movement, we can move safely and there is a police station also nearby.   

 Looking at the colors, breathing in the clean air, lazing around the Mall Road rest assured will leave you with a happy feeling."
"1733315179-407","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 November 2013","Dehra Dun, Uttarakhand, India","Takes you back","This was where the who's who took their evening stroll. Its crowded. A visit to the Gaiety theatre is recommended. Stand at scandal point and look around and imagine you are back a hundred years."
"1733315179-408","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2470-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 October 2013","Fareham, UK","An experience","Our first experience of an Indian shopping mall, and what an experience.  The sights and sounds are amazing.  Start at the top and work down the get the lift back to the top again, it saves walking up hill."
"1733315190-409","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 December 2013","Felixstowe, UK","Good shopping","Visit Shehzadi for wonderful shawls, pashminas, jackets etc for ladies!!  Only one shop tried to pressurise us into buying so they were avoided. Very pleasant experience otherwise."
"1733315190-410","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 December 2013","Woking, UK","Hassle free shopping in India!","The city of Shimla , overlooked by a massive pink statue of the monkey god, is comprised of lots of steps and the shopping district has several levels.
The lower street or mall is where the locals shop, full of bustle and colour with hundreds of stalls selling everything you can think of. The stall holders do not hassle you which is normally endemic in India, and are very patient and friendly. You will probably get asked if they can take a photo of you with their children. You are the attraction here!
The upper mall is more upmarket with many designer names and better quality jewelery shops.
Local wine and spirit shops sell the local rum, ""Old Monk"", and brandy, ""Honey Bee"", and half bottles of each cost less than £2 equivalent!
One cafe/shop is a must stop on this level, ""The Honey Pot"", where you can enjoy great coffee, hot chocolate and herbal tea with a chocolate brownie to die for. The cafe not only sells the herbal tea in caddies and pots of the local honey, but also little pots of honey based skin preparations such as eye balm and anti-ageing cream for around 60p equivalent a pot! Brilliant value, and they make great stocking fillers along with the usual socks, scarves, pashminas etc."
"1733315190-411","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 December 2013","Perth, Australia","Busy, busy, busy","The mall is just a hive of activity from the marauding monkeys to the hundreds of small shops and stalls selling everything from silk sarees, to delicious street food to jewellery. I loved it!"
"1733315190-412","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 December 2013","Bengaluru, India","Guys can u suggest me secure parking area at Shimla Mall","Hey Guys,
I am going to Shimla with my own car and hotel booked at Shimla Mall road where entering/parking car is not allowed, so I need to park below mall road area, but am not aware about secure parking are there.
So can you guys please suggest me a good and secure parking area (it may be paid) near Shimla mall road !!"
"1733315190-413","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 December 2013","New Delhi, India","Unforgettable Shopping-Dining Experience","Clean roads, blue sky, spectacular view of Shimla, green mountains kissing the sky, extra-ordinary view of sun set, unpolluted air, surrounded by  British colonial architecture, caution: you are under an anti-smoking zone, which has all the options available for shopping and dining including bars. IT IS MALL ROAD (THE MALL)
Extra efforts have been put by the municipal corporation to beautify the location.
few points:
* The Mall road is located a level below the ridge.
* Automobiles are not allowed on this road
* Smoking is not allowed
* Must spend some time in the evening at the sun set view points"
"1733315190-414","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 December 2013","Bengaluru, India","Awesome Mall road","I liked the Mall Road and the Ridge. The lower bazaar was very nice. It was a beautiful scene with the old buildings on the Mall road. What I dislike is the timing. It only opened till 8.30 pm. Most of the shops got closed on Sunday."
"1733315190-415","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 10 December 2013","Shimla, India","It was an Amazing Trip Organised by Travel Desire India","It was a family trip organised by Travel Desire India for us to visit Shimla city. 
we have visited The Mall, Jakhoo Temple, Tara Devi Temple, Kufri, Chail all thanks to the organizors"
"1733315190-416","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 December 2013","New Delhi, India","best place for shopping and have a full view of shimla","This is one of the beautiful place in shimla for shopping,name as mall road in the upper mall road 
you will be having all branded showroom and lots of shops in higher end.when you move down in the mall road you can find market type shop wher you can bargain and shop.dont forget to get quilt and wollens its really good quality.have a good shopping and enjoy your trip"
"1733315190-417","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 4 December 2013","Porbandar, India","Best place in Shimla","Its best place to roam in shimla.
It is in the middle of the city and best foods are available with best shopping area and all other things.
No vehicles allowed on the road so its very much clean and just like some tourist point..
You will never tired after walking long long on this road thats what our experiance says."
"1733315190-418","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2460-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 December 2013","New Delhi, India","Most popular hangout in Shimla","ideal place for a stroll, in fact the best thing about the place is no private or commercial vehicles are allowed. The road is full of eateries and shopping stores for utilities, souvenirs etc. Its the most buzzing place in Shimla and most potent indicator of the tourist traffic at the time of the year. It leads to the ridge, which is actually a huge water storage tank. The ridge provides breathtaking views of the mountains and valleys around. Its clean and has lots of options for snacks. Ideal for a walk in the evening."
"1733315199-419","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2450-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 January 2014","8 contributions","Awsm","Awsm place in shimla.......
 a best site seen amaging hill station............a big shoping marcket.without vicehels road"
"1733315199-420","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2450-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 December 2013","Mumbai, India","Average","Nothing exciting, just the average road without vehicles. Good places to eat though. A little shopping perhaps and other places on the Mall road.. Ridge, Kali temple. Church etc..."
"1733315199-421","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2450-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 31 December 2013","Hyderabad, India","Shopping surrouned by amazing landscape !","The Mall is like any other shopping street in a hill station. But the amazing scenic beauty and the landscape around it makes it a different story all together ! From heritage hand loom stores to the dominos, baskin robins, you'll find every thing here. Small craftsmen shops to the biggies like Nike, Levis have their presence. All in all a great place, just beware of monkeys !"
"1733315199-422","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2450-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 December 2013","San Ramon, CA","Ok mall nothing great","This is the place to hang around and buy some gifes for  dear ones . I feel the mall road is kind of same every where. You can hang around here for some time , tkae pictures , there are some good resturants. There are some view points and you can go for horse ride from here."
"1733315199-423","https://www.tripadvisor.in/Attraction_Review-g304552-d319704-Reviews-or2450-The_Mall-Shimla_Shimla_District_Himachal_Pradesh.html","Written 29 December 2013","Solan, India","The Mall - heritage preserved","The biggest open air mall of the world perhaps - The Mall Shimla is the most fashionable places in India. It has retained its old character and the buildings retain their old world charm. Since no vehicles are allowed one enjoys strolling on The Mall. The stores retain their character and its a treat to visit stores like Dewan Chand Atma Ram, Minerva Book House; restaurants like Baljees, Fascination, Combermere. The heritage theatre The Gaitey Theatre stands in absolute glory. Its cleaner and maintained. Definitely not your Mall of the 50s, 60s, 70s or even 80s yet better than what other places have become. A visit to Shimla is incomplete without a walk on The Mall."
